Locus_tag;Old_locus_tag;Gene_name;Gene_product;Old_gene_product;Protein_ID;Old_protein_ID
EDL933_RS00225;Z0046;caiT;L-carnitine/gamma-butyrobetaine antiporter;L-carnitine/gamma-butyrobetaine antiporter;WP_000787124.1;AIG66249.1
EDL933_RS00180;Z0037;carA;carbamoyl-phosphate synthase small subunit;Carbamoyl-phosphate synthase small chain;WP_000597260.1;AIG66240.1
EDL933_RS00185;Z0038;carB;carbamoyl-phosphate synthase large chain;Carbamoyl-phosphate synthase large chain;WP_001126371.1;AIG66241.1
EDL933_RS19265;Z4064;Cas1;subtype I-E CRISPR-associated endonuclease Cas1;CRISPR-associated protein Cas1;WP_000144847.1;AIG70084.1
EDL933_RS19275;Z4066;Cas5/CasD;type I-E CRISPR-associated protein Cas5/CasD;CRISPR-associated protein, Cas5e family;WP_000085058.1;AIG70086.1
EDL933_RS19270;Z4065;Cas6/Cse3/CasE;type I-E CRISPR-associated protein Cas6/Cse3/CasE;CRISPR-associated protein, Cse3 family;WP_000281463.1;AIG70085.1
EDL933_RS19280;Z4067;Cas7/Cse4/CasC;type I-E CRISPR-associated protein Cas7/Cse4/CasC;CRISPR-associated protein, Cse4 family;WP_000206445.1;AIG70087.1
EDL933_RS14965;Z3146;cbl;CysB family transcriptional regulator;Alkanesulfonate utilization operon LysR-family regulator CbI;WP_001011000.1;AIG69224.1
EDL933_RS06585;Z1418;cbpA;curved DNA-binding protein;DnaJ-class molecular chaperone CbpA;WP_000420639.1;AIG67533.1
EDL933_RS21005;Z4409;cca;multifunctional CCA tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase;tRNA nucleotidyltransferase;WP_000708496.1;AIG70427.1
EDL933_RS00270;Z0056;CcdA;antitoxin;CcdA protein (antitoxin to CcdB);WP_000125566.1;AIG66258.1
EDL933_RS28845;NA;CcdA;antitoxin CcdA;CcdA protein (antitoxin to CcdB);WP_000813634.1;AIG71941.1
EDL933_RS00275;Z0057;CcdB;plasmid maintenance protein CcdB;CcdB toxin protein;WP_001160975.1;AIG66259.1
EDL933_RS28850;NA;CcdB;toxin CcdB;CcdB toxin protein;WP_001159868.1;AIG71942.1
EDL933_RS17700;Z3712;cchB;ethanolamine catabolic microcompartment shell protein EutN;Ethanolamine utilization polyhedral-body-like protein EutN;WP_000762193.1;AIG69770.1
EDL933_RS16500;Z3458;ccmA;heme ABC exporter ATP-binding protein CcmA;ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA;WP_001301955.1;AIG69532.1
EDL933_RS16495;Z3457;ccmB;heme exporter protein CcmB;ABC transporter involved in cytochrome c biogenesis, CcmB subunit;WP_000498849.1;AIG69531.1
EDL933_RS16490;Z3456;ccmC;heme exporter protein C;Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE;WP_001295447.1;AIG69530.1
EDL933_RS16485;Z3455;ccmD;heme exporter protein D;Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE;WP_000186540.1;AIG69529.1
EDL933_RS16480;Z3454;ccmE;cytochrome c-type biogenesis protein CcmE;Cytochrome c-type biogenesis protein CcmE, heme chaperone;WP_001026418.1;AIG69528.1
EDL933_RS16475;Z3453;ccmF;heme lyase subunit CcmF;Cytochrome c heme lyase subunit CcmF;WP_000982453.1;AIG69527.1
EDL933_RS16465;Z3451;ccmH;cytochrome c biogenesis protein CcmH;Cytochrome c heme lyase subunit CcmL;WP_001211579.1;AIG69525.1
EDL933_RS16195;Z3398;cdd;cytidine deaminase;Cytidine deaminase;WP_000553550.1;AIG69470.1
EDL933_RS13025;Z2736;CdgR;cyclic di-GMP regulator CdgR;hypothetical protein;WP_001302301.1;AIG68838.1
EDL933_RS25925;Z5463;cdh;CDP-diacylglycerol pyrophosphatase;CDP-diacylglycerol pyrophosphatase;WP_000708998.1;AIG71386.1
EDL933_RS13145;Z2760;cedA;cell division modulator;Cell division activator cedA;WP_001241561.1;AIG68862.1
EDL933_RS13180;Z2768;celA;PTS sugar transporter subunit IIB;PTS system, chitobiose-specific IIB component;WP_000412169.1;AIG68869.1
EDL933_RS13175;Z2767;celB;PTS N,N'-diacetylchitobiose transporter subunit IIC;PTS system, chitobiose-specific IIC component;WP_000073044.1;AIG68868.1
EDL933_RS13170;Z2766;celC;N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component;PTS system, chitobiose-specific IIA component;WP_000968919.1;AIG68867.1
EDL933_RS13165;Z2765;celD;transcriptional regulator ChbR;Chitobiose-specific regulator ChbR, AraC family;WP_001297656.1;AIG68866.1
EDL933_RS13160;Z2764;celF;6-phospho-beta-glucosidase;Chitobiose-specific 6-phospho-beta-glucosidase ChbF;WP_000078748.1;AIG68865.1
EDL933_RS24400;Z5127;cesD;CesD/SycD/LcrH family type III secretion system chaperone;Type III secretion chaperone protein for YopD (SycD);WP_000087467.1;AIG71105.1
EDL933_RS12785;Z2686;cfa;cyclopropane-fatty-acyl-phospholipid synthase;Cyclopropane-fatty-acyl-phospholipid synthase;WP_000098902.1;AIG68791.1
EDL933_RS09355;Z1991;chaA;sodium-potassium/proton antiporter ChaA;Calcium/proton antiporter;WP_001301956.1;AIG68110.1
EDL933_RS09360;Z1992;chaB;cation transport regulator ChaB;Cation transport regulator chaB;WP_001146444.1;AIG68111.1
EDL933_RS09365;Z1993;chaC;transporter;Cation transport protein chaC;WP_001301489.1;AIG68112.1
EDL933_RS14005;Z2942;cheA;chemotaxis protein CheA;Signal transduction histidine kinase CheA;WP_000355035.1;AIG69034.1
EDL933_RS13980;Z2937;cheB;chemotaxis response regulator protein-glutamate methylesterase;Chemotaxis response regulator protein-glutamate methylesterase CheB;WP_000036370.1;AIG69029.1
EDL933_RS13985;Z2938;cheR;chemotaxis protein-glutamate O-methyltransferase;Chemotaxis protein methyltransferase CheR;WP_000204340.1;AIG69030.1
EDL933_RS14000;Z2941;cheW;chemotaxis protein CheW;Positive regulator of CheA protein activity (CheW);WP_000147302.1;AIG69033.1
EDL933_RS13975;Z2936;cheY;two-component system response regulator;Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY;WP_000763867.1;AIG69028.1
EDL933_RS13970;Z2935;cheZ;protein phosphatase CheZ;Chemotaxis response - phosphatase CheZ;WP_000983602.1;AIG69027.1
EDL933_RS29565;NA;chiP;chitoporin;NA;NA;NA
EDL933_RS19425;Z4097;chpA;mRNA interferase MazF;Programmed cell death toxin MazF;WP_000254738.1;AIG70115.1
EDL933_RS27620;Z5836;chpB;toxin B;Programmed cell death toxin ChpB;WP_000239579.1;AIG71711.1
EDL933_RS19430;Z4098;chpR;antitoxin MazE;Programmed cell death antitoxin MazE;WP_000581937.1;AIG70116.1
EDL933_RS27615;Z5835;chpS;antitoxin;Programmed cell death antitoxin ChpS;WP_001223210.1;AIG71710.1
EDL933_RS23360;Z4911;chuA;ligand-gated channel protein;TonB-dependent hemin, ferrichrome receptor;WP_000089593.1;AIG70893.1
EDL933_RS23355;Z4910;chuS;hemin-degrading factor;Hemin transport protein HmuS;WP_001017167.1;AIG70892.1
EDL933_RS23370;Z4913;chuT;hemin ABC transporter substrate-binding protein;Periplasmic hemin-binding protein;WP_001302516.1;AIG70897.1
EDL933_RS23390;Z4918;chuU;hemin permease;Hemin ABC transporter, permease protein;WP_000910392.1;AIG70901.1
EDL933_RS23375;Z4914;chuW;putative heme utilization radical SAM enzyme HutW;Radical SAM family protein HutW, like coproporphyrinogen III oxidase, oxygen-independent, associated with heme uptake;WP_000993317.1;AIG70898.1
EDL933_RS23380;Z4915;chuX;heme utilization carrier protein;Putative heme iron utilization protein;WP_000020049.1;AIG70899.1
EDL933_RS23385;Z4917;chuY;hypothetical protein;Flavin reductase;WP_000189352.1;AIG70900.1
EDL933_RS16735;Z3507;CinA;competence/damage-inducible protein A;Molybdopterin binding motif, CinA N-terminal domain;WP_000921624.1;AIG69578.1
EDL933_RS16265;Z3411;cirA;catecholate siderophore receptor CirA;Colicin I receptor precursor;WP_000489254.1;AIG69485.1
EDL933_RS03375;Z0764;citA;sensor histidine kinase;Sensor kinase CitA, DpiB;WP_001301725.1;AIG66894.1
EDL933_RS03380;Z0765;citB;response regulator;Transcriptional regulatory protein CitB, DpiA;WP_000126500.1;AIG66895.1
EDL933_RS03370;Z0762;citC;[citrate (pro-3S)-lyase] ligase;[Citrate [pro-3S]-lyase] ligase;WP_000467692.1;AIG66893.1
EDL933_RS03365;Z0761;citD;citrate lyase ACP;Citrate lyase gamma chain, acyl carrier protein;WP_000700703.1;AIG66892.1
EDL933_RS03360;Z0760;citE;citrate lyase subunit beta;Citrate lyase beta chain;WP_001302766.1;AIG66891.1
EDL933_RS03355;Z0759;citF;citrate lyase subunit alpha;Citrate lyase alpha chain;WP_001301873.1;AIG66890.1
EDL933_RS03345;Z0757;citG;2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase;2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme- A synthase;WP_000062434.1;AIG66888.1
EDL933_RS12420;NA;ClcB;voltage-gated ClC-type chloride channel ClcB;hypothetical protein;WP_071525082.1;AIG68717.1
EDL933_RS05070;Z1119;clpA;ATP-dependent Clp protease ATP-binding subunit ClpA;ATP-dependent Clp protease ATP-binding subunit ClpA;WP_000934041.1;AIG67217.1
EDL933_RS01575;Z0338;ClpB;endopeptidase ClpB;DNA replication protein, phage-associated;WP_000562750.1;AIG66510.1
EDL933_RS01170;Z0254;ClpB;ClpV1 family T6SS ATPase;ClpB protein;WP_000614374.1;AIG66431.1
EDL933_RS18440;Z3886;clpB;chaperone protein ClpB;ClpB protein;WP_001235102.1;AIG69915.1
EDL933_RS02530;Z0542;clpP;ATP-dependent Clp protease proteolytic subunit;ATP-dependent Clp protease proteolytic subunit;WP_000122253.1;AIG66713.1
EDL933_RS02535;Z0543;clpX;ATP-dependent Clp protease ATP-binding subunit ClpX;ATP-dependent Clp protease ATP-binding subunit ClpX;WP_000130305.1;AIG66714.1
EDL933_RS09510;Z2026;cls;cardiolipin synthase A;Cardiolipin synthetase;WP_000214510.1;AIG68141.1
EDL933_RS11730;Z2508;CmeB;multidrug efflux RND transporter permease;RND efflux system, inner membrane transporter CmeB;NA;AIG68580.1
EDL933_RS11725;Z2506;CmeC;outer membrane channel protein;RND efflux system, outer membrane lipoprotein CmeC;WP_000946218.1;AIG68579.1
EDL933_RS05765;Z1256;cmk;cytidylate kinase;Cytidylate kinase;WP_000125016.1;AIG67368.1
EDL933_RS04825;Z1069;cmr;multidrug transporter MdfA;Multidrug translocase MdfA;WP_001180089.1;AIG67170.1
EDL933_RS20320;Z4277;cmtA;PTS mannitol cryptic EIICB component;PTS system, mannitol-specific IIB component;WP_000428805.1;AIG70294.1
EDL933_RS20325;Z4278;cmtB;mannitol-specific cryptic phosphotransferase enzyme IIA component;PTS system, IIA component;WP_001239650.1;AIG70295.1
EDL933_RS26260;Z5545;coaA;type I pantothenate kinase;Pantothenate kinase;WP_001351265.1;AIG71447.1
EDL933_RS24095;NA;CoaBC;CoA biosynthesis bifunctional protein CoaBC;Phosphopantothenoylcysteine decarboxylase;WP_000050139.1;AIG71041.1
EDL933_RS08235;Z1761;cobB;NAD-dependent deacylase;NAD-dependent protein deacetylase of SIR2 family;WP_000952736.1;AIG67886.1
EDL933_RS14990;Z3152;cobS;adenosylcobinamide-GDP ribazoletransferase;Cobalamin synthase;WP_001295633.1;AIG69229.1
EDL933_RS14985;Z3151;cobT;nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase;Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase;WP_001193830.1;AIG69228.1
EDL933_RS14995;Z3153;cobU;adenosylcobinamide kinase/adenosylcobinamide phosphate guanyltransferase;Adenosylcobinamide-phosphate guanylyltransferase;WP_000973176.1;AIG69230.1
EDL933_RS01995;Z0433;codA;cytosine deaminase;Cytosine deaminase;WP_001301830.1;AIG66601.1
EDL933_RS01990;Z0432;codB;cytosine permease;Cytosine permease;WP_000076226.1;AIG66600.1
EDL933_RS02575;Z0553;cof;HMP-PP phosphatase;Cof protein, HD superfamily hydrolase;WP_001301796.1;AIG66723.1
EDL933_RS25415;Z5347;Cof;pyridoxal phosphate phosphatase YigL;Cof protein, HD superfamily hydrolase;WP_000285328.1;AIG71287.1
EDL933_RS05780;NA;ComEC/Rec2;ComEC family protein;DNA internalization-related competence protein ComEC/Rec2;WP_000705685.1;AIG67371.1
EDL933_RS28580;NA;copB;replication regulatory protein repA2;Replication regulatory protein repA2 (Protein copB);WP_000083831.1;AIG71889.1
EDL933_RS25355;Z5333;corA;magnesium transporter CorA;Magnesium and cobalt transport protein CorA;WP_000947159.1;AIG71275.1
EDL933_RS25370;NA;CorA;hypothetical protein;Magnesium and cobalt transport protein CorA;WP_001301726.1;AIG71278.1
EDL933_RS14125;Z2970;coxT;DNA-binding protein;putative DNA-binding protein;WP_000014504.1;AIG69059.1
EDL933_RS27560;Z5824;cpdB;3'-nucleotidase;2',3'-cyclic-nucleotide 2'-phosphodiesterase;WP_000589487.1;AIG71698.1
EDL933_RS15280;Z3213;cpsB;mannose-1-phosphate guanylyltransferase 1;Mannose-1-phosphate guanylyltransferase (GDP);WP_000079259.1;AIG69288.1
EDL933_RS15275;Z3212;cpsG;phosphomannomutase/phosphoglucomutase;Phosphomannomutase;WP_001302013.1;AIG69286.1
EDL933_RS25890;Z5456;cpxA;two-component sensor histidine kinase;Copper sensory histidine kinase CpxA;WP_000580410.1;AIG71379.1
EDL933_RS25900;NA;cpxP;periplasmic protein CpxP;Periplasmic protein related to spheroblast formation;WP_001223800.1;AIG71381.1
EDL933_RS25895;Z5457;cpxR;DNA-binding response regulator;Copper-sensing two-component system response regulator CpxR;WP_001033722.1;AIG71380.1
EDL933_RS03390;Z0767;crcA;phospholipid:lipid A palmitoyltransferase;Lipid A acylation protein PagP, palmitoyltransferase;WP_001301703.1;AIG66897.1
EDL933_RS03400;Z0770;crcB;camphor resistance protein CrcB;CrcB protein;WP_000939738.1;AIG66899.1
EDL933_RS28475;Z6000;creA;protein CreA;Conserved uncharacterized protein CreA;WP_000875487.1;AIG71878.1
EDL933_RS28480;Z6001;creB;DNA-binding response regulator;Two-component response regulator CreB;WP_001188676.1;AIG71879.1
EDL933_RS28485;Z6002;creC;two-component sensor histidine kinase;Two-component response regulator CreC;WP_001219596.1;AIG71880.1
EDL933_RS28490;Z6003;creD;cell envelope integrity protein CreD;Inner membrane protein CreD;WP_000920320.1;AIG71881.1
EDL933_RS01395;Z0301;crl;sigma factor-binding protein Crl;Curlin genes transcriptional activator;WP_000174701.1;AIG66479.1
EDL933_RS01440;NA;cro;hypothetical protein;Regulatory protein cro;WP_000437875.1;AIG66485.1
EDL933_RS06735;Z1448;Cro;transcriptional regulator;Regulatory protein Cro of bacteriophage BP-933W;WP_001180318.1;AIG67562.1
EDL933_RS11325;Z2399;Cro;hypothetical protein;Regulatory protein Cro of bacteriophage BP-933W;WP_001072342.1;AIG68502.1
EDL933_RS22460;Z4718;crp;cAMP-activated global transcriptional regulator CRP;Cyclic AMP receptor protein;WP_000242755.1;AIG70709.1
EDL933_RS17555;Z3683;crr;PTS glucose transporter subunit IIA;PTS system, glucose-specific IIA component;WP_000522250.1;AIG69741.1
EDL933_RS19570;Z4127;CsdA;cysteine sulfinate desulfinase;Cysteine desulfurase CsdA-CsdE, main protein CsdA;WP_001301742.1;AIG70146.1
EDL933_RS19290;Z4069;Cse1/CasA;type I-E CRISPR-associated protein Cse1/CasA;CRISPR-associated protein, Cse1 family;WP_001084082.1;AIG70089.1
EDL933_RS19285;Z4068;Cse2/CasB;type I-E CRISPR-associated protein Cse2/CasB;CRISPR-associated protein, Cse2 family;WP_000029325.1;AIG70088.1
EDL933_RS07840;Z1676;csgA;major curlin subunit;Major curlin subunit precursor CsgA;WP_000771428.1;AIG67805.1
EDL933_RS07835;Z1675;csgB;minor curlin subunit;Minor curlin subunit CsgB, nucleation component of curlin monomers;WP_000791650.1;AIG67804.1
EDL933_RS07845;Z1677;csgC;curli assembly protein CsgC;Putative curli production protein CsgC;WP_000992818.1;AIG67806.1
EDL933_RS07825;Z1673;csgD;transcriptional regulator CsgD;Transcriptional regulator CsgD for 2nd curli operon;WP_000481500.1;AIG67802.1
EDL933_RS07820;Z1672;csgE;curli production assembly/transport component CsgE;Curli production assembly/transport component CsgE;WP_000833288.1;AIG67801.1
EDL933_RS07815;Z1671;csgF;curli production assembly/transport component CsgF;Curli production assembly/transport component CsgF;WP_001264088.1;AIG67800.1
EDL933_RS07810;Z1670;csgG;curli production assembly/transport component CsgG;Curli production assembly/transport component CsgG;WP_001189321.1;AIG67799.1
EDL933_RS18775;NA;CsiD;protein CsiD;Carbon starvation induced protein CsiD;WP_001301435.1;AIG69979.1
EDL933_RS18800;NA;CsiD;transcriptional regulator;CsiR, transcriptional repressor of CsiD;WP_000156811.1;AIG69984.1
EDL933_RS18135;NA;CsiE;stationary phase inducible protein CsiE;Stationary phase inducible protein CsiE;WP_000982994.1;AIG69858.1
EDL933_RS23705;Z4981;cspA;cold-shock protein;Cold shock protein CspA;WP_000014594.1;AIG70962.1
EDL933_RS13655;Z2868;cspC;cold-shock protein CspC;Cold shock protein CspA;WP_001062678.1;AIG68966.1
EDL933_RS05060;Z1117;cspD;cold-shock protein CspD;Cold shock protein CspD;WP_000410785.1;AIG67215.1
EDL933_RS03395;Z0769;cspE;cold-shock protein CspE;Cold shock protein CspA;WP_000034825.1;AIG66898.1
EDL933_RS06535;Z1406;cspG;cold-shock protein CspG;Cold shock protein CspG;WP_000066490.1;AIG67522.1
EDL933_RS06530;Z1405;cspH;cold-shock protein CspH;Cold shock protein CspH;WP_000087763.1;AIG67521.1
EDL933_RS18970;Z3998;csrA;carbon storage regulator;Carbon storage regulator;WP_000906486.1;AIG70015.1
EDL933_RS03265;Z0740;cstA;carbon starvation protein;Carbon starvation protein A;WP_001043147.1;AIG66870.1
EDL933_RS13235;Z2780;cstC;succinylornithine aminotransferase;Succinylornithine transaminase;WP_000082019.1;AIG68879.1
EDL933_RS27170;Z5742;cutA;divalent-cation tolerance protein CutA;Periplasmic divalent cation tolerance protein CutA;WP_000883400.1;AIG71623.1
EDL933_RS13935;Z2927m;CutC;copper homeostasis protein CutC;Cytoplasmic copper homeostasis protein CutC;WP_001185748.1;AIG69019.1
EDL933_RS00995;Z0204;cutF;copper homeostasis/adhesion lipoprotein NlpE;Copper homeostasis protein CutF precursor;WP_000239181.1;AIG66406.1
EDL933_RS17045;Z3575;cvpA;colicin V production protein;Colicin V production protein;WP_000262107.1;AIG69643.1
EDL933_RS25300;Z5322;cyaA;adenylate cyclase;Adenylate cyclase;WP_000281680.1;AIG71263.1
EDL933_RS25305;Z5323;cyaY;iron donor protein CyaY;Frataxin-like protein CyaY, facilitates iron supply for heme A synthesis or Fe-S cluster assembly;WP_000999944.1;AIG71264.1
EDL933_RS10905;Z2303;cybB;cytochrome b561;Cytochrome b(561);WP_000428998.1;AIG68418.1
EDL933_RS27670;Z5846;cybC;soluble cytochrome b562;Soluble cytochrome b562;WP_001232245.1;AIG71722.1
EDL933_RS27535;Z5819;cycA;D-serine/D-alanine/glycine transporter;D-serine/D-alanine/glycine transporter;WP_000228346.1;AIG71693.1
EDL933_RS03970;Z0900;cydA;cytochrome bd-I ubiquinol oxidase subunit 1;Cytochrome d ubiquinol oxidase subunit I;WP_000884361.1;AIG67013.1
EDL933_RS03975;Z0901;cydB;cytochrome bd-I ubiquinol oxidase subunit 2;Cytochrome d ubiquinol oxidase subunit II;WP_000568275.1;AIG67014.1
EDL933_RS05655;Z1230;cydC;cysteine/glutathione ABC transporter ATP-binding protein/permease CydC;Transport ATP-binding protein CydC;WP_001202226.1;AIG67344.1
EDL933_RS05660;Z1231;cydD;thiol reductant ABC exporter subunit CydD;Transport ATP-binding protein CydD;WP_001043606.1;AIG67345.1
EDL933_RS02000;Z0434;cynR;transcriptional regulator;Cyn operon transcriptional activator;WP_000952470.1;AIG66602.1
EDL933_RS02010;Z0436;cynS;cyanate hydratase;Cyanate hydratase;WP_000616247.1;AIG66604.1
EDL933_RS02005;Z0435;cynT;carbonic anhydrase;Carbonic anhydrase;WP_000658652.1;AIG66603.1
EDL933_RS02015;Z0437;cynX;cyanate transporter;Cyanate transport protein CynX;WP_001470195.1;AIG66605.1
EDL933_RS02500;Z0535;cyoA;cytochrome ubiquinol oxidase subunit II;Cytochrome O ubiquinol oxidase subunit II;WP_001239429.1;AIG66706.1
EDL933_RS02495;Z0534;cyoB;cytochrome ubiquinol oxidase subunit I;Cytochrome O ubiquinol oxidase subunit I;WP_000467180.1;AIG66705.1
EDL933_RS02490;Z0533;cyoC;cytochrome o ubiquinol oxidase subunit III;Cytochrome O ubiquinol oxidase subunit III;WP_000179836.1;AIG66704.1
EDL933_RS02485;Z0532;cyoD;cytochrome bo(3) ubiquinol oxidase subunit 4;Cytochrome O ubiquinol oxidase subunit IV;WP_000019869.1;AIG66703.1
EDL933_RS02480;Z0531;cyoE;protoheme IX farnesyltransferase;Heme O synthase, protoheme IX farnesyltransferase COX10-CtaB;WP_000971336.1;AIG66702.1
EDL933_RS17575;Z3687;cysA;sulfate/thiosulfate import ATP-binding protein CysA;Sulfate and thiosulfate import ATP-binding protein CysA;WP_000021035.1;AIG69745.1
EDL933_RS11840;Z2535;cysB;LysR family transcriptional regulator CysB;Cys regulon transcriptional activator CysB;WP_000776253.1;AIG68600.1
EDL933_RS19240;Z4058;cysC;adenylyl-sulfate kinase;Adenylylsulfate kinase;WP_001173673.1;AIG70078.1
EDL933_RS19250;Z4060;cysD;sulfate adenylyltransferase subunit 2;Sulfate adenylyltransferase subunit 2;WP_000372111.1;AIG70080.1
EDL933_RS23950;Z5034;cysE;serine acetyltransferase;Serine acetyltransferase;WP_001277561.1;AIG71012.1
EDL933_RS22515;Z4729;cysG;siroheme synthase;Siroheme synthase;WP_000349855.1;AIG70721.1
EDL933_RS19305;Z4072;cysH;phosphoadenosine phosphosulfate reductase;Phosphoadenylyl-sulfate reductase [thioredoxin];WP_000039864.1;AIG70091.1
EDL933_RS19310;Z4073;cysI;sulfite reductase subunit beta;Sulfite reductase [NADPH] hemoprotein beta-component;WP_001290706.1;AIG70092.1
EDL933_RS19315;Z4074;cysJ;sulfite reductase subunit alpha;Sulfite reductase [NADPH] flavoprotein alpha-component;WP_000211937.1;AIG70093.1
EDL933_RS17540;Z3680;cysK;cysteine synthase A;Cysteine synthase;WP_000034402.1;AIG69737.1
